userid,category,placeid,local_datetime,latitude,longitude,country_name,state_name
208758,Shopping,55493,2010-12-31 04:28:01+00:00,45.0965812333,-93.37796125,United States,Minnesota
2211940,Shopping,55493,2011-01-04 06:35:06+00:00,45.0965812333,-93.37796125,United States,Minnesota
2211940,Shopping,55493,2011-01-01 02:19:00+00:00,45.0965812333,-93.37796125,United States,Minnesota
2211940,Shopping,55493,2010-12-31 17:34:12+00:00,45.0965812333,-93.37796125,United States,Minnesota
2211940,Shopping,55493,2010-12-31 04:36:58+00:00,45.0965812333,-93.37796125,United States,Minnesota
2080407,Shopping,55493,2010-11-26 00:36:32+00:00,45.0965812333,-93.37796125,United States,Minnesota
2080407,Shopping,55493,2010-11-11 19:34:59+00:00,45.0965812333,-93.37796125,United States,Minnesota
119140,Shopping,55493,2011-01-03 23:38:30+00:00,45.0965812333,-93.37796125,United States,Minnesota
119140,Shopping,55493,2011-01-03 08:27:48+00:00,45.0965812333,-93.37796125,United States,Minnesota
119140,Shopping,55493,2011-01-01 16:04:30+00:00,45.0965812333,-93.37796125,United States,Minnesota
119140,Shopping,55493,2011-01-01 07:01:09+00:00,45.0965812333,-93.37796125,United States,Minnesota
119140,Shopping,55493,2011-01-01 02:28:31+00:00,45.0965812333,-93.37796125,United States,Minnesota
119140,Shopping,55493,2010-12-31 17:25:54+00:00,45.0965812333,-93.37796125,United States,Minnesota
119140,Shopping,55493,2010-12-31 04:36:40+00:00,45.0965812333,-93.37796125,United States,Minnesota
117848,Shopping,55493,2010-10-19 23:55:21+00:00,45.0965812333,-93.37796125,United States,Minnesota
117848,Shopping,55493,2010-02-15 19:02:07+00:00,45.0965812333,-93.37796125,United States,Minnesota
116691,Shopping,381404,2010-12-01 17:34:50+00:00,45.0925207667,-93.4219227333,United States,Minnesota
116691,Shopping,381404,2010-11-27 03:32:42+00:00,45.0925207667,-93.4219227333,United States,Minnesota
116691,Shopping,381404,2010-09-15 19:09:08+00:00,45.0925207667,-93.4219227333,United States,Minnesota
116691,Shopping,381404,2010-03-04 19:47:39+00:00,45.0925207667,-93.4219227333,United States,Minnesota
533055,Shopping,381404,2010-10-19 00:14:49+00:00,45.0925207667,-93.4219227333,United States,Minnesota
533055,Shopping,381404,2010-10-08 02:42:52+00:00,45.0925207667,-93.4219227333,United States,Minnesota
533055,Shopping,381404,2010-09-26 01:36:48+00:00,45.0925207667,-93.4219227333,United States,Minnesota
533055,Shopping,381404,2010-09-24 02:00:37+00:00,45.0925207667,-93.4219227333,United States,Minnesota
533055,Shopping,381404,2010-09-15 19:09:25+00:00,45.0925207667,-93.4219227333,United States,Minnesota
208758,Shopping,381404,2011-01-01 00:47:58+00:00,45.0925207667,-93.4219227333,United States,Minnesota
119763,Shopping,381404,2010-10-08 02:58:05+00:00,45.0925207667,-93.4219227333,United States,Minnesota
2080407,Shopping,381404,2010-11-26 18:39:45+00:00,45.0925207667,-93.4219227333,United States,Minnesota
119140,Shopping,381404,2010-12-31 17:30:05+00:00,45.0925207667,-93.4219227333,United States,Minnesota
119140,Shopping,381404,2010-12-31 04:50:26+00:00,45.0925207667,-93.4219227333,United States,Minnesota
117848,Shopping,381404,2010-05-29 23:14:07+00:00,45.0925207667,-93.4219227333,United States,Minnesota
116691,Shopping,893806,2010-12-01 17:31:13+00:00,45.0335399333,-93.3837107667,United States,Minnesota
116691,Shopping,893806,2010-11-27 03:26:42+00:00,45.0335399333,-93.3837107667,United States,Minnesota
120424,Shopping,893806,2010-12-05 19:31:05+00:00,45.0335399333,-93.3837107667,United States,Minnesota
119763,Shopping,893806,2010-11-26 18:34:02+00:00,45.0335399333,-93.3837107667,United States,Minnesota
2080407,Shopping,893806,2010-11-27 16:39:17+00:00,45.0335399333,-93.3837107667,United States,Minnesota
116691,Shopping,907762,2010-12-01 17:28:58+00:00,44.9848576789,-93.4078752995,United States,Minnesota
116691,Shopping,907762,2010-11-27 01:44:51+00:00,44.9848576789,-93.4078752995,United States,Minnesota
28279,Shopping,907762,2010-12-03 00:47:44+00:00,44.9848576789,-93.4078752995,United States,Minnesota
28279,Shopping,907762,2010-11-10 17:41:21+00:00,44.9848576789,-93.4078752995,United States,Minnesota
28279,Shopping,907762,2010-10-15 17:12:47+00:00,44.9848576789,-93.4078752995,United States,Minnesota
28279,Shopping,907762,2010-05-18 16:15:57+00:00,44.9848576789,-93.4078752995,United States,Minnesota
28279,Shopping,907762,2010-04-19 17:13:51+00:00,44.9848576789,-93.4078752995,United States,Minnesota
120424,Shopping,907762,2011-05-09 23:21:57+00:00,44.9848576789,-93.4078752995,United States,Minnesota
120424,Shopping,907762,2010-08-21 00:16:26+00:00,44.9848576789,-93.4078752995,United States,Minnesota
120424,Shopping,907762,2010-06-27 17:20:52+00:00,44.9848576789,-93.4078752995,United States,Minnesota
120424,Shopping,907762,2010-05-31 18:11:10+00:00,44.9848576789,-93.4078752995,United States,Minnesota
120424,Shopping,907762,2010-04-10 00:43:09+00:00,44.9848576789,-93.4078752995,United States,Minnesota
2080407,Shopping,907762,2010-11-26 23:28:33+00:00,44.9848576789,-93.4078752995,United States,Minnesota
2080407,Shopping,907762,2010-11-12 04:52:45+00:00,44.9848576789,-93.4078752995,United States,Minnesota
116691,Shopping,1190539,2010-12-01 17:27:20+00:00,44.984804333,-93.381385133,United States,Minnesota
120424,Shopping,1190539,2010-06-12 19:40:08+00:00,44.984804333,-93.381385133,United States,Minnesota
120424,Shopping,1190539,2010-05-29 15:14:54+00:00,44.984804333,-93.381385133,United States,Minnesota
533055,Shopping,1190539,2010-10-11 17:06:12+00:00,44.984804333,-93.381385133,United States,Minnesota
2080407,Shopping,1190539,2010-11-26 23:29:31+00:00,44.984804333,-93.381385133,United States,Minnesota
116691,Shopping,956001,2010-12-01 17:27:07+00:00,44.9842657778,-93.3982944489,United States,Minnesota
45852,Shopping,956001,2010-08-13 13:58:24+00:00,44.9842657778,-93.3982944489,United States,Minnesota
28279,Shopping,956001,2011-06-27 22:12:18+00:00,44.9842657778,-93.3982944489,United States,Minnesota
28279,Shopping,956001,2010-11-20 00:43:31+00:00,44.9842657778,-93.3982944489,United States,Minnesota
368714,Shopping,956001,2011-02-03 22:08:02+00:00,44.9842657778,-93.3982944489,United States,Minnesota
29134,Shopping,956001,2010-08-13 13:56:55+00:00,44.9842657778,-93.3982944489,United States,Minnesota
120424,Shopping,956001,2010-04-17 00:07:50+00:00,44.9842657778,-93.3982944489,United States,Minnesota
533055,Shopping,956001,2010-10-11 17:04:37+00:00,44.9842657778,-93.3982944489,United States,Minnesota
2080407,Shopping,956001,2010-11-26 23:28:16+00:00,44.9842657778,-93.3982944489,United States,Minnesota
2080407,Shopping,956001,2010-11-26 18:29:48+00:00,44.9842657778,-93.3982944489,United States,Minnesota
2080407,Shopping,956001,2010-11-12 04:52:13+00:00,44.9842657778,-93.3982944489,United States,Minnesota
116691,Shopping,695756,2010-11-29 00:55:16+00:00,44.967515477,-93.4389996529,United States,Minnesota
116691,Shopping,695756,2010-11-26 23:49:02+00:00,44.967515477,-93.4389996529,United States,Minnesota
212715,Shopping,695756,2010-05-23 20:33:12+00:00,44.967515477,-93.4389996529,United States,Minnesota
75288,Shopping,695756,2011-02-23 18:28:40+00:00,44.967515477,-93.4389996529,United States,Minnesota
120424,Shopping,695756,2010-03-12 23:45:24+00:00,44.967515477,-93.4389996529,United States,Minnesota
533055,Shopping,695756,2010-11-28 23:43:29+00:00,44.967515477,-93.4389996529,United States,Minnesota
533055,Shopping,695756,2010-11-27 00:08:53+00:00,44.967515477,-93.4389996529,United States,Minnesota
119763,Shopping,695756,2010-11-27 00:08:03+00:00,44.967515477,-93.4389996529,United States,Minnesota
2080407,Shopping,695756,2010-11-27 16:37:34+00:00,44.967515477,-93.4389996529,United States,Minnesota
2080407,Shopping,695756,2010-11-26 23:49:38+00:00,44.967515477,-93.4389996529,United States,Minnesota
2080407,Shopping,695756,2010-11-26 13:46:50+00:00,44.967515477,-93.4389996529,United States,Minnesota
117848,Shopping,695756,2010-11-27 00:07:58+00:00,44.967515477,-93.4389996529,United States,Minnesota
117848,Shopping,695756,2010-08-19 00:34:54+00:00,44.967515477,-93.4389996529,United States,Minnesota
116691,Shopping,1301589,2010-11-27 02:37:25+00:00,44.925978867,-93.386905167,United States,Minnesota
212715,Shopping,1301589,2011-03-16 02:47:09+00:00,44.925978867,-93.386905167,United States,Minnesota
2080407,Shopping,1301589,2010-11-10 20:14:17+00:00,44.925978867,-93.386905167,United States,Minnesota
116691,Shopping,318901,2010-11-27 02:37:09+00:00,44.9380579833,-93.3820657833,United States,Minnesota
2320258,Shopping,318901,2011-03-19 13:23:19+00:00,44.9380579833,-93.3820657833,United States,Minnesota
75288,Shopping,318901,2011-06-04 15:45:06+00:00,44.9380579833,-93.3820657833,United States,Minnesota
75288,Shopping,318901,2011-04-02 01:26:46+00:00,44.9380579833,-93.3820657833,United States,Minnesota
75288,Shopping,318901,2011-01-27 01:34:28+00:00,44.9380579833,-93.3820657833,United States,Minnesota
75288,Shopping,318901,2011-01-03 01:54:33+00:00,44.9380579833,-93.3820657833,United States,Minnesota
75288,Shopping,318901,2010-03-08 01:06:05+00:00,44.9380579833,-93.3820657833,United States,Minnesota
75288,Shopping,318901,2010-03-04 04:54:08+00:00,44.9380579833,-93.3820657833,United States,Minnesota
75288,Shopping,318901,2010-02-23 02:58:25+00:00,44.9380579833,-93.3820657833,United States,Minnesota
75288,Shopping,318901,2010-02-17 02:40:23+00:00,44.9380579833,-93.3820657833,United States,Minnesota
75288,Shopping,318901,2010-02-15 00:33:30+00:00,44.9380579833,-93.3820657833,United States,Minnesota
75288,Shopping,318901,2010-02-06 23:51:14+00:00,44.9380579833,-93.3820657833,United States,Minnesota
75288,Shopping,318901,2010-01-31 16:13:29+00:00,44.9380579833,-93.3820657833,United States,Minnesota
75288,Shopping,318901,2010-01-28 07:47:25+00:00,44.9380579833,-93.3820657833,United States,Minnesota
75288,Shopping,318901,2010-01-22 20:57:12+00:00,44.9380579833,-93.3820657833,United States,Minnesota
360984,Shopping,318901,2011-04-03 16:49:02+00:00,44.9380579833,-93.3820657833,United States,Minnesota
360984,Shopping,318901,2010-08-20 22:09:01+00:00,44.9380579833,-93.3820657833,United States,Minnesota
2080407,Shopping,318901,2011-02-01 06:34:49+00:00,44.9380579833,-93.3820657833,United States,Minnesota
2080407,Shopping,318901,2011-01-14 05:40:22+00:00,44.9380579833,-93.3820657833,United States,Minnesota
2080407,Shopping,318901,2010-12-02 01:33:36+00:00,44.9380579833,-93.3820657833,United States,Minnesota
2080407,Shopping,318901,2010-11-26 13:44:16+00:00,44.9380579833,-93.3820657833,United States,Minnesota
2080407,Shopping,318901,2010-11-19 03:04:19+00:00,44.9380579833,-93.3820657833,United States,Minnesota
2080407,Shopping,318901,2010-11-17 01:41:30+00:00,44.9380579833,-93.3820657833,United States,Minnesota
2080407,Shopping,318901,2010-11-10 19:25:14+00:00,44.9380579833,-93.3820657833,United States,Minnesota
2080407,Shopping,318901,2010-11-10 15:00:18+00:00,44.9380579833,-93.3820657833,United States,Minnesota
2080407,Shopping,318901,2010-11-09 20:47:49+00:00,44.9380579833,-93.3820657833,United States,Minnesota
2080407,Shopping,318901,2010-11-05 01:27:31+00:00,44.9380579833,-93.3820657833,United States,Minnesota
117848,Shopping,318901,2010-08-14 18:45:05+00:00,44.9380579833,-93.3820657833,United States,Minnesota
116691,Shopping,1092218,2010-11-27 01:48:04+00:00,44.9375546251,-93.3848619461,United States,Minnesota
120424,Shopping,1092218,2010-05-09 18:21:03+00:00,44.9375546251,-93.3848619461,United States,Minnesota
533055,Shopping,1092218,2010-11-27 02:57:32+00:00,44.9375546251,-93.3848619461,United States,Minnesota
533055,Shopping,1092218,2010-11-26 05:49:51+00:00,44.9375546251,-93.3848619461,United States,Minnesota
119763,Shopping,1092218,2010-11-26 05:49:55+00:00,44.9375546251,-93.3848619461,United States,Minnesota
2080407,Shopping,1092218,2010-11-26 18:23:38+00:00,44.9375546251,-93.3848619461,United States,Minnesota
2080407,Shopping,1092218,2010-11-26 13:43:58+00:00,44.9375546251,-93.3848619461,United States,Minnesota
2080407,Shopping,1092218,2010-11-26 05:49:49+00:00,44.9375546251,-93.3848619461,United States,Minnesota
2080407,Shopping,1092218,2010-11-22 22:51:30+00:00,44.9375546251,-93.3848619461,United States,Minnesota
2080407,Shopping,1092218,2010-11-19 06:09:58+00:00,44.9375546251,-93.3848619461,United States,Minnesota
2080407,Shopping,1092218,2010-11-09 18:41:48+00:00,44.9375546251,-93.3848619461,United States,Minnesota
2080407,Shopping,1092218,2010-11-05 01:27:23+00:00,44.9375546251,-93.3848619461,United States,Minnesota
117848,Shopping,1092218,2010-11-26 05:49:53+00:00,44.9375546251,-93.3848619461,United States,Minnesota
117848,Shopping,1092218,2010-05-30 15:01:19+00:00,44.9375546251,-93.3848619461,United States,Minnesota
116691,Shopping,627901,2010-11-27 01:46:50+00:00,44.9375534016,-93.3912657824,United States,Minnesota
119763,Shopping,627901,2010-08-14 18:00:31+00:00,44.9375534016,-93.3912657824,United States,Minnesota
2080407,Shopping,627901,2011-02-24 00:28:05+00:00,44.9375534016,-93.3912657824,United States,Minnesota
2080407,Shopping,627901,2010-11-26 13:43:10+00:00,44.9375534016,-93.3912657824,United States,Minnesota
2080407,Shopping,627901,2010-11-26 06:42:46+00:00,44.9375534016,-93.3912657824,United States,Minnesota
2080407,Shopping,627901,2010-11-10 19:34:34+00:00,44.9375534016,-93.3912657824,United States,Minnesota
2080407,Shopping,627901,2010-11-09 19:11:49+00:00,44.9375534016,-93.3912657824,United States,Minnesota
2080407,Shopping,627901,2010-11-08 15:45:16+00:00,44.9375534016,-93.3912657824,United States,Minnesota
2080407,Shopping,627901,2010-11-08 05:02:34+00:00,44.9375534016,-93.3912657824,United States,Minnesota
2080407,Shopping,627901,2010-11-04 02:45:38+00:00,44.9375534016,-93.3912657824,United States,Minnesota
2080407,Shopping,627901,2010-11-03 00:30:57+00:00,44.9375534016,-93.3912657824,United States,Minnesota
2080407,Shopping,627901,2010-11-02 03:38:53+00:00,44.9375534016,-93.3912657824,United States,Minnesota
2080407,Shopping,627901,2010-11-01 00:43:12+00:00,44.9375534016,-93.3912657824,United States,Minnesota
2080407,Shopping,627901,2010-10-30 15:39:09+00:00,44.9375534016,-93.3912657824,United States,Minnesota
117848,Shopping,627901,2010-11-19 03:10:55+00:00,44.9375534016,-93.3912657824,United States,Minnesota
117848,Shopping,627901,2010-08-14 22:47:42+00:00,44.9375534016,-93.3912657824,United States,Minnesota
117848,Shopping,627901,2010-08-14 17:42:07+00:00,44.9375534016,-93.3912657824,United States,Minnesota
117848,Shopping,627901,2010-05-31 17:14:23+00:00,44.9375534016,-93.3912657824,United States,Minnesota
117848,Shopping,627901,2010-05-30 14:58:23+00:00,44.9375534016,-93.3912657824,United States,Minnesota
117848,Shopping,627901,2010-05-30 04:14:36+00:00,44.9375534016,-93.3912657824,United States,Minnesota
116691,Shopping,935561,2010-11-27 01:46:23+00:00,44.9497682,-93.3814905,United States,Minnesota
45852,Shopping,935561,2010-04-17 17:22:51+00:00,44.9497682,-93.3814905,United States,Minnesota
45852,Shopping,935561,2010-04-14 22:55:22+00:00,44.9497682,-93.3814905,United States,Minnesota
45852,Shopping,935561,2010-04-13 21:35:10+00:00,44.9497682,-93.3814905,United States,Minnesota
2320258,Shopping,935561,2011-03-16 21:47:07+00:00,44.9497682,-93.3814905,United States,Minnesota
360984,Shopping,935561,2011-04-30 20:48:52+00:00,44.9497682,-93.3814905,United States,Minnesota
29134,Shopping,935561,2010-04-17 17:22:30+00:00,44.9497682,-93.3814905,United States,Minnesota
29134,Shopping,935561,2010-04-14 23:06:15+00:00,44.9497682,-93.3814905,United States,Minnesota
29134,Shopping,935561,2010-04-13 21:05:29+00:00,44.9497682,-93.3814905,United States,Minnesota
2080407,Shopping,935561,2010-11-26 23:28:52+00:00,44.9497682,-93.3814905,United States,Minnesota
2080407,Shopping,935561,2010-11-26 18:24:27+00:00,44.9497682,-93.3814905,United States,Minnesota
2080407,Shopping,935561,2010-11-26 13:44:53+00:00,44.9497682,-93.3814905,United States,Minnesota
2080407,Shopping,935561,2010-11-26 06:44:24+00:00,44.9497682,-93.3814905,United States,Minnesota
2080407,Shopping,935561,2010-11-20 20:55:02+00:00,44.9497682,-93.3814905,United States,Minnesota
2080407,Shopping,935561,2010-11-19 03:16:23+00:00,44.9497682,-93.3814905,United States,Minnesota
2080407,Shopping,935561,2010-11-10 18:50:07+00:00,44.9497682,-93.3814905,United States,Minnesota
116691,Shopping,1536616,2010-11-27 01:43:46+00:00,44.971583273,-93.422943461,United States,Minnesota
119763,Shopping,1536616,2010-08-19 02:26:48+00:00,44.971583273,-93.422943461,United States,Minnesota
2080407,Shopping,1536616,2010-11-26 23:27:49+00:00,44.971583273,-93.422943461,United States,Minnesota
2080407,Shopping,1536616,2010-11-26 18:30:03+00:00,44.971583273,-93.422943461,United States,Minnesota
2080407,Shopping,1536616,2010-11-11 14:41:29+00:00,44.971583273,-93.422943461,United States,Minnesota
2080407,Shopping,1536616,2010-11-08 14:41:15+00:00,44.971583273,-93.422943461,United States,Minnesota
116691,Shopping,1456329,2010-11-27 01:42:27+00:00,44.97015708,-93.43179106,United States,Minnesota
2320258,Shopping,1456329,2011-05-12 21:21:07+00:00,44.97015708,-93.43179106,United States,Minnesota
2320258,Shopping,1456329,2011-04-23 21:43:47+00:00,44.97015708,-93.43179106,United States,Minnesota
2320258,Shopping,1456329,2011-04-22 16:33:20+00:00,44.97015708,-93.43179106,United States,Minnesota
2320258,Shopping,1456329,2011-04-09 15:10:23+00:00,44.97015708,-93.43179106,United States,Minnesota
2320258,Shopping,1456329,2011-03-30 17:08:05+00:00,44.97015708,-93.43179106,United States,Minnesota
2080407,Shopping,1456329,2010-11-11 14:41:07+00:00,44.97015708,-93.43179106,United States,Minnesota
116691,Shopping,4759580,2010-11-26 23:53:57+00:00,44.968003121,-93.437317382,United States,Minnesota
29134,Shopping,4759580,2010-10-01 19:04:13+00:00,44.968003121,-93.437317382,United States,Minnesota
533055,Shopping,4759580,2010-11-29 00:13:22+00:00,44.968003121,-93.437317382,United States,Minnesota
533055,Shopping,4759580,2010-11-27 00:08:15+00:00,44.968003121,-93.437317382,United States,Minnesota
2080407,Shopping,4759580,2010-11-26 23:36:08+00:00,44.968003121,-93.437317382,United States,Minnesota
116691,Shopping,636388,2010-11-26 23:53:18+00:00,44.9709148728,-93.4368498763,United States,Minnesota
212715,Shopping,636388,2010-05-23 20:41:45+00:00,44.9709148728,-93.4368498763,United States,Minnesota
2080407,Shopping,636388,2010-11-26 23:30:35+00:00,44.9709148728,-93.4368498763,United States,Minnesota
116691,Shopping,2016003,2010-11-26 23:52:54+00:00,44.9706971,-93.43882697,United States,Minnesota
116691,Shopping,2016003,2010-08-19 01:15:13+00:00,44.9706971,-93.43882697,United States,Minnesota
533055,Shopping,2016003,2010-11-27 00:07:18+00:00,44.9706971,-93.43882697,United States,Minnesota
119763,Shopping,2016003,2010-11-27 00:06:16+00:00,44.9706971,-93.43882697,United States,Minnesota
2080407,Shopping,2016003,2010-11-26 23:45:44+00:00,44.9706971,-93.43882697,United States,Minnesota
117848,Shopping,2016003,2010-11-27 00:06:13+00:00,44.9706971,-93.43882697,United States,Minnesota
116691,Shopping,1034059,2010-11-26 23:52:24+00:00,44.9686911644,-93.4407954456,United States,Minnesota
116691,Shopping,1034059,2010-08-19 01:47:29+00:00,44.9686911644,-93.4407954456,United States,Minnesota
212715,Shopping,1034059,2010-05-23 20:55:24+00:00,44.9686911644,-93.4407954456,United States,Minnesota
533055,Shopping,1034059,2010-11-28 23:52:28+00:00,44.9686911644,-93.4407954456,United States,Minnesota
533055,Shopping,1034059,2010-11-27 00:05:32+00:00,44.9686911644,-93.4407954456,United States,Minnesota
2080407,Shopping,1034059,2010-11-26 23:47:54+00:00,44.9686911644,-93.4407954456,United States,Minnesota
116691,Shopping,1105340,2010-11-26 23:51:40+00:00,44.968708635,-93.440693158,United States,Minnesota
116691,Shopping,1105340,2010-09-22 18:02:21+00:00,44.968708635,-93.440693158,United States,Minnesota
116691,Shopping,1105340,2010-09-05 20:10:38+00:00,44.968708635,-93.440693158,United States,Minnesota
116691,Shopping,1105340,2010-08-19 01:21:00+00:00,44.968708635,-93.440693158,United States,Minnesota
212715,Shopping,1105340,2010-05-23 20:44:09+00:00,44.968708635,-93.440693158,United States,Minnesota
28279,Shopping,1105340,2010-07-29 22:53:55+00:00,44.968708635,-93.440693158,United States,Minnesota
29134,Shopping,1105340,2010-07-23 19:05:17+00:00,44.968708635,-93.440693158,United States,Minnesota
533055,Shopping,1105340,2010-11-28 23:53:55+00:00,44.968708635,-93.440693158,United States,Minnesota
533055,Shopping,1105340,2010-11-27 00:05:05+00:00,44.968708635,-93.440693158,United States,Minnesota
119763,Shopping,1105340,2010-11-27 00:08:51+00:00,44.968708635,-93.440693158,United States,Minnesota
2080407,Shopping,1105340,2010-11-26 23:46:09+00:00,44.968708635,-93.440693158,United States,Minnesota
117848,Shopping,1105340,2010-11-27 00:08:49+00:00,44.968708635,-93.440693158,United States,Minnesota
116691,Shopping,568959,2010-11-26 23:51:32+00:00,44.968729378,-93.4406315438,United States,Minnesota
212715,Shopping,568959,2010-05-23 20:44:24+00:00,44.968729378,-93.4406315438,United States,Minnesota
29134,Shopping,568959,2010-07-15 16:07:45+00:00,44.968729378,-93.4406315438,United States,Minnesota
5333,Shopping,568959,2010-02-18 18:45:09+00:00,44.968729378,-93.4406315438,United States,Minnesota
5333,Shopping,568959,2010-02-16 23:34:51+00:00,44.968729378,-93.4406315438,United States,Minnesota
5333,Shopping,568959,2010-02-16 18:36:46+00:00,44.968729378,-93.4406315438,United States,Minnesota
533055,Shopping,568959,2010-11-28 23:54:13+00:00,44.968729378,-93.4406315438,United States,Minnesota
533055,Shopping,568959,2010-11-27 00:04:18+00:00,44.968729378,-93.4406315438,United States,Minnesota
533055,Shopping,568959,2010-09-22 18:19:28+00:00,44.968729378,-93.4406315438,United States,Minnesota
119763,Shopping,568959,2010-11-27 00:03:35+00:00,44.968729378,-93.4406315438,United States,Minnesota
2080407,Shopping,568959,2010-11-27 16:38:06+00:00,44.968729378,-93.4406315438,United States,Minnesota
2080407,Shopping,568959,2010-11-26 23:46:01+00:00,44.968729378,-93.4406315438,United States,Minnesota
117848,Shopping,568959,2010-11-27 00:03:32+00:00,44.968729378,-93.4406315438,United States,Minnesota
116691,Shopping,383624,2010-11-26 23:51:19+00:00,44.9683930272,-93.4406585485,United States,Minnesota
212715,Shopping,383624,2010-05-23 20:46:24+00:00,44.9683930272,-93.4406585485,United States,Minnesota
5333,Shopping,383624,2010-02-18 18:44:25+00:00,44.9683930272,-93.4406585485,United States,Minnesota
5333,Shopping,383624,2010-01-29 23:15:46+00:00,44.9683930272,-93.4406585485,United States,Minnesota
533055,Shopping,383624,2010-11-28 23:58:24+00:00,44.9683930272,-93.4406585485,United States,Minnesota
533055,Shopping,383624,2010-11-27 00:34:10+00:00,44.9683930272,-93.4406585485,United States,Minnesota
2080407,Shopping,383624,2010-11-26 23:49:18+00:00,44.9683930272,-93.4406585485,United States,Minnesota
116691,Shopping,793878,2010-11-26 23:50:20+00:00,44.9680380833,-93.4401189667,United States,Minnesota
212715,Shopping,793878,2010-05-23 20:40:43+00:00,44.9680380833,-93.4401189667,United States,Minnesota
29134,Shopping,793878,2010-07-23 17:20:59+00:00,44.9680380833,-93.4401189667,United States,Minnesota
5333,Shopping,793878,2010-04-25 18:52:45+00:00,44.9680380833,-93.4401189667,United States,Minnesota
533055,Shopping,793878,2010-11-29 00:09:37+00:00,44.9680380833,-93.4401189667,United States,Minnesota
533055,Shopping,793878,2010-11-27 00:03:55+00:00,44.9680380833,-93.4401189667,United States,Minnesota
2080407,Shopping,793878,2010-11-26 23:47:31+00:00,44.9680380833,-93.4401189667,United States,Minnesota
116691,Shopping,1105198,2010-11-26 23:49:53+00:00,44.9690718757,-93.4400100274,United States,Minnesota
212715,Shopping,1105198,2010-05-23 20:41:16+00:00,44.9690718757,-93.4400100274,United States,Minnesota
533055,Shopping,1105198,2010-11-28 23:54:49+00:00,44.9690718757,-93.4400100274,United States,Minnesota
533055,Shopping,1105198,2010-11-27 00:03:44+00:00,44.9690718757,-93.4400100274,United States,Minnesota
119763,Shopping,1105198,2010-11-27 00:08:33+00:00,44.9690718757,-93.4400100274,United States,Minnesota
2080407,Shopping,1105198,2010-11-27 16:37:53+00:00,44.9690718757,-93.4400100274,United States,Minnesota
2080407,Shopping,1105198,2010-11-26 23:45:35+00:00,44.9690718757,-93.4400100274,United States,Minnesota
117848,Shopping,1105198,2010-11-27 00:08:30+00:00,44.9690718757,-93.4400100274,United States,Minnesota
116691,Shopping,695711,2010-11-26 23:48:31+00:00,44.9677887427,-93.4381842613,United States,Minnesota
212715,Shopping,695711,2010-05-23 20:39:45+00:00,44.9677887427,-93.4381842613,United States,Minnesota
29134,Shopping,695711,2010-12-19 21:52:54+00:00,44.9677887427,-93.4381842613,United States,Minnesota
5333,Shopping,695711,2010-03-19 17:42:58+00:00,44.9677887427,-93.4381842613,United States,Minnesota
4970,Shopping,695711,2010-03-18 17:29:36+00:00,44.9677887427,-93.4381842613,United States,Minnesota
120424,Shopping,695711,2010-03-12 23:39:55+00:00,44.9677887427,-93.4381842613,United States,Minnesota
533055,Shopping,695711,2010-11-29 00:07:10+00:00,44.9677887427,-93.4381842613,United States,Minnesota
533055,Shopping,695711,2010-11-27 00:02:22+00:00,44.9677887427,-93.4381842613,United States,Minnesota
533055,Shopping,695711,2010-09-22 18:10:30+00:00,44.9677887427,-93.4381842613,United States,Minnesota
119763,Shopping,695711,2010-11-27 00:07:43+00:00,44.9677887427,-93.4381842613,United States,Minnesota
2080407,Shopping,695711,2010-11-26 23:36:58+00:00,44.9677887427,-93.4381842613,United States,Minnesota
2080407,Shopping,695711,2010-11-26 18:29:23+00:00,44.9677887427,-93.4381842613,United States,Minnesota
2080407,Shopping,695711,2010-11-26 13:46:32+00:00,44.9677887427,-93.4381842613,United States,Minnesota
117848,Shopping,695711,2010-11-27 00:07:40+00:00,44.9677887427,-93.4381842613,United States,Minnesota
117848,Shopping,695711,2010-08-19 00:43:12+00:00,44.9677887427,-93.4381842613,United States,Minnesota
116691,Shopping,1105275,2010-11-26 23:48:17+00:00,44.9687770682,-93.4377616662,United States,Minnesota
212715,Shopping,1105275,2010-05-23 20:43:10+00:00,44.9687770682,-93.4377616662,United States,Minnesota
533055,Shopping,1105275,2010-11-28 23:45:31+00:00,44.9687770682,-93.4377616662,United States,Minnesota
533055,Shopping,1105275,2010-11-27 00:01:23+00:00,44.9687770682,-93.4377616662,United States,Minnesota
119763,Shopping,1105275,2010-11-27 00:00:22+00:00,44.9687770682,-93.4377616662,United States,Minnesota
2080407,Shopping,1105275,2010-11-26 23:34:36+00:00,44.9687770682,-93.4377616662,United States,Minnesota
117848,Shopping,1105275,2010-11-27 00:00:14+00:00,44.9687770682,-93.4377616662,United States,Minnesota
117848,Shopping,1105275,2010-08-19 00:43:03+00:00,44.9687770682,-93.4377616662,United States,Minnesota
116691,Shopping,513014,2010-11-26 23:48:08+00:00,44.967857059,-93.4381520748,United States,Minnesota
212715,Shopping,513014,2010-05-23 20:43:32+00:00,44.967857059,-93.4381520748,United States,Minnesota
5333,Shopping,513014,2010-03-19 17:44:55+00:00,44.967857059,-93.4381520748,United States,Minnesota
5333,Shopping,513014,2010-02-18 18:44:02+00:00,44.967857059,-93.4381520748,United States,Minnesota
5333,Shopping,513014,2010-02-17 18:32:44+00:00,44.967857059,-93.4381520748,United States,Minnesota
